Text,Sentiment
"Miss Mary Lee Cunningham, a
trained nurse at tho Burwell Hos
pitul, Selma, Ala., is visiting her
sister, Mrs. Sallie C. Walker, 8716
Cardoni street.
Al the Queen Banquet, given at
Brewster Center. Sept. 22, by the
Friendly Club, Mrs. Mamie Moore
was crowned queen. She was ad
ludged the best dressed contestant
being attired in Blue toffeta, and
wearing white shoes, white gloves,
and lovely white head-dress. Mrs.
V. Sinclair was chosen second
queen, being gowned in blue satin,
with black satin shoes and black
head-dress, Mrs. Jackson, presi
dent of the club, awarded the
prizes.
The Nurses’ Guild is doing fine",0
"The congregation enjoyed a
splendid sermon last Sunday
morning, delivered by Pastor J.
H. Johnson. His text was Netmiab
13:11, subject, ""Forsalften House
of God.” It was a forceful dis
course, resulting in the addition
of two new members to the church.
At 3 p. m., the missionary soc
iety held their fifteenth anniver
sary at the Metropolitan Baptist
Church. Groups from other church
es attended and participated in
rendering an excellent program.
Mrs. Mary WiUlamß read a flue
paper on the life and work of Mrs.
C. M. Johnson, who has been pres
ident of the organization fifteen
years, lovely duet was rendered
by Miss Johnson and Mrs. Carry
Maxell.
At the evening worship, the
pastor preached from Dan. 6:6,",0
"The en’s club, of St. Matthews
church. of which Samuel H. Rus
sell is president, is a non-sectarian
organisation, which meets every
Tuesday evening at 8 o’clock, in
the Parish House.
The club is interested in relig
ious and civic development. Twice
monthly it has some worth while
speaker and an open forum.
On Tuesday, Oct. 3, Judge D. J.
Healy, Jr., of the Juvenile div
ision of the Probate court, will
address the organization. Men of
all denominations are cordially in
vited to attend these meetings.
Judge Healy's fairness In ap
pointing members of our race on
his staff, should Interest tho
group keenly.",0
"A pretty home wedding wan »ol
emnized Saturday evening. Sept.
3(), t at ?:$0 O’clock, ff)M Mis-,
Mary Helen Green and Alvin De
Murr laivlng said their marriage
vow*, at the resident e of the
bride’* parent*, lI3S Wellington
street. It wa* a quiet affair, only
near relative* and a few intimate
friend* of the contracting parties
being present. The reremony aa*
performed by the Hev. Father Dan
iel*. of St. Matthew* Church.
The bride wa* attired in a white
laee gown, which touched the floor.
She lurried a large bouquet of tul
f*nian rose* and buby’* breath,
an<l was attended by her *istcr.
Mis* Elizabeth Green, who wore
a pretty beige crepe lire** and
carried pink rose*.",1
"The living room ami dining room
were attractively decorated with
a profusion of rut flowers. A heau
tiful decorated three tier wedding
cake adorned the dining room
table, the rake having been made
by the bride’s father. Fred Oro<>n.
an*e*pert chef.
Many useful and lovely presents
were given the young couple.
Mr. and Mrs. I.ovlng left on a
week -end honeymoon t rip. limned
lately ufter the wedding.
Mias Clara May Anderson, a
school teacher of Cleveland. Ohio,
hum an out of town guest.
WITH Till:",1
"A. Dormitory. second floor. You
tuny tune in as mifny diflerent
stations as you like >es, all ut
one time.
Viola Hanks and L. J. are pet
t tnpr along very tine.
Miss Willie Louise Milton, of Jos
C«impmi. left the elty last week
to lake up her position as leather
In cooperation with preal
dent Itooseielt's llluuket
rode to shorten hour**, raise
salaries ami put more people
lutrk to work, our pr ires will
be ftlitfhtl) hlirlter bctrlnnlliir
Sept. I at.
We hope to time your hi.
operation and support In
brlnirln* about the rood pur
pose and aim of the admin
istration. that we all may
experience better lltlna eon
diliomi and better times.
fOI IIS FOR SETTER SER
VICE kbit BETTER TIMES
Belle’s Beauty",1
"A surprise birthday party wa*
given Mr. Frank Goode at his resi
dence on Scotten Ave, by Ills wife
last Friday the 2Ktli. The affulr
was a complete success due to the
uniqueness of the plan*. A large
numlier of friends and relatives
were present to wish Mr. Goode
many happy returns of the day.
Cards ami dancing made up the
evening's entertainment. Some of
the guests present were: Mr. and
Mrs. G. Nixon, Mr. and Mrs. It.",1
"An enjoyable social affair was
glen at Brewster Center, Friday
evening. Sept. L’h. by the Pilgrim
Mutual Aid Society, in honor of
their members, agents and officers.
The committee on arrangements,
headed by Ann Byrd and Conway
C. Chapman, spared no pains in
making the event a delightful one.
The president. A. (5. Wright, was
Introduced to the guests hv the
manager. F. Olando Winfield, and
lip expressed his pleasure at at
tending the social function.
Among those present were Mr
and Mrs. A. CJ. Wright Mr. and
Mrs. F O. Winfield. Mrs Robert
Wright, I C. Carter. W. T. Hen",1
"On Sept. 33, they attended a
farewell party, given by Mr. and
Mrs. Williams, ut the home of
Mrs. Malde Stevens 402 Farns
worth. The party was in honor of
Mis* Fun ice Wilson, Mister of Mr.
William*.
Miss Wilson had Just completed
a ten month*’ engagement at the
Grund Terrace In Chicago, with
Karl lliuea.
CARNATION GIRLS SOCIAL CU B
The Carnation Girin Social Club
met at the home of Mm. H.
Gray leu. M.'<> Warren avenue. Fri
day evening. Sept. 29. with all
membem present. except Mrs.
.New. The usual one hour was
| spent In playing whist, followed
hv a very dainty luncheon.
Prizes were awarded for the
highest scores for the month. Mrs.
Louise llrown receiving first; Mrs.
Carolyn Foote, second; and Mrs.
L. Hoisted third.
Mrs. Green of 4404 Brush was",1
"
1:00 p. m. to 6:30 p. m.
dinner in the cafeteria are from
The first- of a series of commit
tee luncheon meetings was held by
4:00 p. m., the Mothers’ Council
the Itusiness, Professional and In
dustrial Girls’ Committee, under
under the chairmanship of Mrs
Charles Hill, on October 2nd.
The annual Y. W. C. A. and Y.
M. C. A. Hallowe’en frolic will be
held at Lucy Thurman Branch Y.
W. C. A., Friday, October 27th at
9 o’clock.
Bo Y’s ami Join the merry mak
ers for an evening of fun and
frolic.
Dancing, entertainers and refresh",1
"
The Smart Set Social Club en
tertuined their many friends at.
2*.B] Monroe street. Friday evening
Sept, 2b. Among those present
their brat annual dancing party at
the home of Mrs. Sarah Games,
and Mr-. <'. Smith. Mr. and Mrs.
Rebel < a !>•<. Miss Kva McDonald,
were Mr an 1 Mrs K. Moss. Mr.
M. Pool. Mrs M< Kwen. Mrs.
Miss Velma Lem Miss Marie Gor
dan. Miss Klla Mae M< Donald. Mias
Rosemarie JJivens, Mi«s Deboria
Jackson and Mrs. James Carson.
Frank clay, I Williams, Pryor.
Sphinx Give Party In
Honor Os Freshmen
The Rphinx Club of Alpha Kpsi
lon Chapter of Alpha Phi Alpha
Fraternity opened i«s calendar of
fall activities with a party in hon",1
"
The coing of out-door winter
sports where the spectator has to
withstand wind and cold brings
he demand for warmer clothing
is *ell as stylish ones. The winter
styles have to he comfortable and
ilso smart, dashing in color and
iot too bulky.
Two and three piece ensembles
ire the general basis for the out
loor styls of this type. The mre»
piece suit has two coats, and an
made from string or salt and pep
per tweed. The skirts are all very
simple and tailored. The inner
Jacket come Just below the normal
waist line, and are slightly padded
In the shoulders. They are of the
latest ninnish cut for women the
single button single breasted style.
The outter (oat is ither knee
length or just about six inches
above the hem of the Hkirt. Tills
very tailored ensemble is topped",0
"
Saturday morning, Mrs. Angel
latmhcrt and gueats had breakfast
in the cafeteria, which was follow
ed by three tables of bridge: A
charming dinner party in honor of
Dr. Charwiek, was given at tho
Lucy Thurman Branch with Or.
and Mrs. Alfred Thomas as hosts.
Georgian Visits Here
The Rev. and Mrs. C. B. Hollo
way of Wnycrosß, Ga., were recent
visitors of their sister, Mrs. John
Prcßton, 5325 Scotten Ave. and
Mr. and Mth. Joe Deek. 6353 Var
ney Ave. They motored up from
Waycross where the Rev. Mr.
Holloway is principal of the high
school there and Mrs. Holloway
is a teacher.",1
"
LECTURE FOR WOMEN
The Jihn Wesley A. M. E. Zion Church, 6326 Hart
ford avenue, will begin an old-time revival, Sunday, Seut.
15. It will be conducted by Evangelist B. Marghretta Jones
of Chicaffo.
of Chicago
i Jpunday, Sept. 22. a specal lec
ture 'will be delivered by the evan
gelist, to women only. Sunday
Sept. 29. she will deliver a special
message to men only.
Prayer services will be held
every day during the revival, from
1 to 2 p. m.
Dr. W. A. Blackwell of Lomax",0
"Just a little lull In local social
activities after the recent holiday
which ushered In autumn, but there
are sufficient social Items on hand
to be reflected through our “mir
ror"" this week. We are awfully
busy this week, reorganising our
work at the Tribune office, as the
paper Is now under entirely new
management, but we are taking the
time to tell you that last Saturday
evening there was an elaborate
birthday dinner, given at the
Frogs’ Club, honoring Miss Gruyce
Sadler. It was one of those ""din
uer-at-eight"" affairs for eight
charming young ladles. The deli
cious dinner served was prepared
by Bud Herbert, of Creole Kitchen.",0
"Dr. H. C. Loving, of 15th street,
i» improving after an operation last
week in one of the local hospitals.
All his friends send him greetings
and wish him a speedy recovery.",0
"Mrs. Jean Walker, of St. Jean
avenue, of the Woman's Division of
the Police Department, is spending
her vacation in Chicago.
Miss Sara Jones, till K. Calmer,
is also enjoying her vacation. She
spent one week in Cleveland. Ohio,
accompanied by Miss Thelma Bigs
by, of .'127 E. Palmer. In that city,
she was delightfully entertained by
relatives and friends and was
luncheon guest at the lovely coun
try home of Mrs. N. 1). Walls, of
Hudson, Ohio.",0
"Swimming this winter will be
very healthful and comfortable at
Central Center with the new heat
ing plant now being installed in
suring a constant temperature, re
gardless of the weather outside.
Never before has Central l’ool
had so much to offer In the way
of enjoyment. So rapid has been
the strides of recuperation that
Clarence Gatliff will remain in
churge throughout the winter sea
son, offering nstruction in all
COOKING SCHOOL TO OPEN",0
"Sept. 24 will be the opening date
for the House wives Cooking School
& cooking school that Is known
throughout tho North and South
west with Grady Blackshear as
manager, and Miss Ann Jennlng as
demonstrator, both of Indanapolis.
Indiana. This cooking school will
bring to housewives of Detroit a
brand new array of recipes. The
housewives will be imformed how
to keep pace with the newer and
better foods. Beverages Cookery
and Household problems. New deaa
In preparing and serving substan",0
"
The family group in he above
picture are Mr. and Mrs. F. W.
Tyree; and daugher; Mrs. Florence
Montoaur; of Sandwich; Ontario.
laist Sunday afternoon; Mrs
Montoaur was hostese to u large
number of friends; in celebration
of the golden anniversary of her
parents’ marriage. Nearly one
Miss Ruth Henford, of Hunts
ville, Alabama, has returned home,
after a delightful month’s visit
with her aunt, Mtb. A. Smith, of
Parker.",1
"
In course of his eloquent re
murks as a representative of col
ored Detroit. Rev. W. H. Peck
spokd as follows:
This day will be known as one of
great significance in the history of
Detroit. Not that tearing down the
old and building the new has any
thing especially novel for Detroit,
for this city is frequently creating
as If by magic, great buildings, but
this demolition today has some
thing more spiritual than what Is
ordinarily involved in the mere
razing of a building that is no
longer tit to be used for human
habitation.",0
"
It is Indeed appropriate that the
first lady of our nation —Mrs.
Franklin D. Roosevelt gives to this
occasion her charming presence.
When the nation strikes for the
saving of the home, we would ex
pect that its spirit could best be
personified In her who comes from
the first home of our great country.",0
"
We know many who live here,
from these shacks, wretched as
they are: children are sent to
school with clean clothes, and well
nourished bodies. Christian homes
hundred persons gathered and
showered the lovely couple with
gifts and congratulation*.
Mr. and Mrs. Tyree are old res
idents of Detroit; having moved
here from Lima; Ohio; more than",1
"
’•'he Open House program begins
with detentions In tht chapel at
B):30 o'clock led by Rev. Kr. J. B.
Lewis of St. Uyptian’s Episcopal
Church, t From one o’clock on
throughout the afternoon there
will lie special tours of tin build
ing for thost who haven’t visited
this lovelv social and recreational
center. Hostesses will; of course;
tie front the residence ami build
ing and maintenance committee;
end ttie Premier Homemakers
I ('lni* will be on hand to show the
| roof garden which they have fur
l nlshed and decorated so attractive
ly.",0
"
their vacations there. Special rates \
made possible by the generous _
gift of the Childrn’s Fund of Mich
igan: holped to defray the expens
es af many campers and to permit
longer vacation periods at camp.
Crafts made at the camp will bo
displayed at open house on Sept.
18 and again at the metropolitan
open house at the Central Rranch
building on Sept. 19
Mrs. Madeline H. Fowler: execu
tive secretary of the Lucy Thur
man Branch; was Invited to speak
at the annual fall setting-up con
ference of the Y. W. P. A. staff in
Buffalo: New York: on Sept. 7 and",0
" popul
arly known as the TV A, and regarded as the most signifi
cant and far-reaching project of the New Deal, has mean
little to Negro Americans thus far, accordng to a report
Illed with the National Association
for the Advancement of Colored",1
"Mr. Davis is a continuation of his
investigations which were reported
in an article ""TVA: Lilly-White
K v ustruetion which appeared
r The Crisis in the fall of 19114. J
Harre<l From Skilled Work
The report, made public this
week, shows that Negro workers
on various sections of the
projects numbering some 2,000 —
are confined in the most part to the
lower brackets of wages and are
I arrisl from skilled labor and high
wages. Almost three-fourths of the
n.eu employed In the Wilson Dam
% ire laborers at 37 1-2 cents
hour",-1
"At the Pickwick landing Dam,
one of the latest units to be started
colored skilled and unskilled work
ers were employed only on the
""Negro” houses of the village being i
built there for workers, and evenj
tills employment, in one case of
two Negro electricians, was pro
tested to Washington by Local 474
..f the Klectrlcal Workers Union.
Mr Davis found that Negro work
CIS Were given the most dangerous
and most disgreeable work, such
as working in water and mud. A
large percentage of the workers
in the fertilizer plants are Negroes
lit the rate of 37 1-2 cents an hour.",-1
"
Can BBOfM ul WATSON STMEITS
Tire Bepalrtay BmtmUm A. WTni t
2146 St. Antak* Street, Corner Columbia Clifford 2A|4
anniversary of bis pastorate. Th#
cornerstone of the church was laid
August 25 Rev. Jones is the effi
cient of Ms progressive congre
gation, and • highly esteemed by
all the citizens of Inkster.
Rev. William P. Henson has Just
closed his fifth year as pastor of
Smith Chapel. He has beeu trans
ferred thiß year to Michigan City,
lud. The new pastor will be Rev.
Alex Evans of Detroit, whom the
church welcomes.",0
"
Portsmouth. Ohio A committee
of citizens headed by Irving J.
White, former president of the
local branch of the NAACP lust
week called upon the Portsmouth
school board and threatened to
place a Negro member on the
board If it refused to remedy what
they termed deplorable condi
tions that are existing at the city's
only colored school.",-1
"
Ruby Connelly
Afu-r a very pleasant two-month’s
vacation* tho members of the Elliot
torlan Huslness Girls’ Club re
guim-'l their activities for the en
buldk year, Tuesday. Sept. 17, in
the cafeteria of the Y’. M. C. A. The
insetiiik proved «iuite InterestliiK
and inspiring, and featured u brief
installation program, consisting of
a vocal solo, by Miss Bertha Red
mond; reading, Mlhh Emmadene
Ihdl; installation of officers, by Miss
Mattie (!. Anderson, directress of
the baptist Christian Center, at
jus. Cainpau und Arndt. Miss An
dersoii, who is u social und inis
sionary worker, delivered a very
interesting address on ""The Attain
ments of Able Women of Today.""
Her address was greatly enjoyed by
all present, and covered various
fields of endeavor.",1
"
GUILTY
Young Negro Man Beaten
By Whiles, Then Jailed
For Assault
William Turner, a Negro,
who was brutally beaten by
firemen and police in Fire
Station, No. 30, at Living
stone and Rivard streets, ar
rested on carges of assault
an battery was found guilty
by an all-white jury in the
court of Judge Arthur E.
Gordon last Thursday and
sentenced to thirty days in
jail .",-1
